cell_id,cycle_number,capacity_ah,ambient_c,soh_pct,window_charge_ah,ic_peak_height,ic_peak_voltage,voltage_slope_v_per_s,cv_phase_seconds,temp_rise_c,temp_max_c
B0036,164,1.642399,24.0,82.12,0.749659,4.096392,4.069492,0.000124,6327.266,-4.40207,35.634013
B0036,165,1.651179,24.0,82.5589,0.786285,4.744718,4.061017,0.000112,6323.938,1.756833,27.930899
B0036,166,1.648168,24.0,82.4084,0.757965,4.203246,4.05678,0.000122,6313.625,-4.215983,36.623424
B0036,167,1.647889,24.0,82.3944,0.759264,4.263845,4.065254,0.000122,6396.687,-4.167814,36.959587
B0036,168,1.635844,24.0,81.7922,0.750253,4.097377,4.014407,0.000124,6136.187,-4.447891,36.658786
B0036,169,1.633236,24.0,81.6618,0.738465,4.039211,4.061017,0.000126,6338.797,-4.607677,35.926931
B0036,170,1.629926,24.0,81.4963,0.768596,4.75036,4.031356,0.000114,6519.234,1.601434,27.222734
B0036,171,1.638786,24.0,81.9393,0.733391,4.04923,4.073729,0.000127,6506.937,-4.622098,35.721427
B0036,172,1.635965,24.0,81.7983,0.745197,4.078721,4.069492,0.000125,6196.812,-4.426553,37.014596
B0036,173,1.631137,24.0,81.5569,0.747185,4.063777,4.061017,0.000124,6186.0,-4.381047,37.331416
B0036,174,1.622019,24.0,81.1009,0.734638,4.055511,4.069492,0.000127,6506.843,-4.715621,36.736851
B0036,175,1.641604,24.0,82.0802,0.758411,4.602075,4.031356,0.000115,6737.047,1.527862,27.388704
B0036,176,1.625309,24.0,81.2655,0.784285,4.682145,4.061017,0.000114,6546.234,1.486866,28.56882
B0036,177,1.619613,24.0,80.9807,0.730572,4.074399,4.065254,0.000127,6559.672,-4.822707,35.986349
B0036,178,1.612424,24.0,80.6212,0.722789,3.985882,4.065254,0.000129,6567.891,-4.934142,35.898604
B0036,179,1.60777,24.0,80.3885,0.718626,3.958981,4.073729,0.000129,6609.938,-5.01999,35.762163
B0036,180,1.608808,24.0,80.4404,0.713322,3.927359,4.077966,0.00013,6729.547,-5.104093,35.684858
B0036,181,1.608356,24.0,80.4178,0.749127,4.591028,4.082203,0.000116,6652.766,1.521264,27.343036
B0036,182,1.60682,24.0,80.341,0.712292,3.971585,4.061017,0.00013,6524.344,-5.102229,35.945801
B0036,183,1.601771,24.0,80.0885,0.709162,3.953654,4.077966,0.000131,6574.547,-5.158978,35.912143
B0036,184,1.594912,24.0,79.7456,0.705464,3.939884,4.065254,0.000132,6693.234,-5.222981,35.875435
B0036,185,1.593814,24.0,79.6907,0.70086,3.889554,4.065254,0.000132,6655.391,-5.254503,35.76317
B0036,186,1.592027,24.0,79.6014,0.7316,4.477953,4.082203,0.000119,6598.406,1.460084,27.058409
B0036,187,1.584736,24.0,79.2368,0.695469,3.905448,4.05678,0.000133,6588.219,-5.347932,35.749762
B0036,188,1.576343,24.0,78.8171,0.691789,3.918023,4.073729,0.000135,6583.156,-5.434847,35.774345
B0036,189,1.572023,24.0,78.6011,0.686052,3.812331,4.073729,0.000135,6629.719,-5.52038,35.662688
B0036,190,1.572987,24.0,78.6494,0.683456,3.761245,4.065254,0.000136,6636.922,-5.561466,35.72829
B0036,191,1.596985,24.0,79.8493,0.723566,4.477251,4.031356,0.000119,6835.578,1.848868,28.284389
B0036,192,1.595726,24.0,79.7863,0.713808,3.879321,4.061017,0.00013,6555.109,-5.026519,38.071182
B0036,193,1.5795,24.0,78.975,0.710184,3.915343,4.077966,0.000131,6435.515,-5.057898,38.185358
B0036,194,1.562947,24.0,78.1473,0.691382,3.776676,4.069492,0.000134,6625.812,-5.465908,37.138267
B0036,195,1.559113,24.0,77.9556,0.679067,3.728255,4.069492,0.000136,6714.234,-5.607591,36.397562
B0042,1,1.731471,22.0,86.5735,0.917354,5.035327,4.018644,0.000102,4373.406,-1.825795,34.073014
B0042,2,1.728235,22.0,86.4118,0.890123,4.886322,4.001695,0.000106,4465.234,-1.322104,33.619905
B0042,3,1.720345,22.0,86.0172,0.885819,4.787847,3.988983,0.000106,4430.532,-1.647019,34.116061
B0042,4,1.722173,22.0,86.1087,0.881146,4.736169,3.984746,0.000107,4367.609,-1.667329,34.349204
B0042,5,1.70867,22.0,85.4335,0.792738,4.382563,3.972034,0.00012,4293.86,-3.119913,33.108698
B0042,6,1.703648,22.0,85.1824,0.871174,4.674649,3.980508,0.000108,4195.985,-2.143418,35.959821
B0042,7,1.695838,22.0,84.7919,0.866454,4.560203,4.014407,0.000109,4244.422,-2.319789,35.882646
B0042,8,1.694906,22.0,84.7453,0.860784,4.495417,4.010169,0.00011,4515.688,-2.351172,35.62798
B0042,9,1.687477,22.0,84.3738,0.931565,5.272733,4.005932,9.9e-05,4418.969,2.302309,26.868913
B0042,10,1.685989,22.0,84.2995,0.856887,4.445546,4.027119,0.00011,4404.703,-2.47292,35.42177
B0042,11,1.678286,22.0,83.9143,0.851632,4.41959,4.022881,0.000111,4505.516,-2.496443,35.237922
B0042,12,1.673965,22.0,83.6982,0.847886,4.435397,4.035593,0.000111,4625.515,-2.636699,35.597017
B0042,13,1.672238,22.0,83.6119,0.84354,4.369642,4.018644,0.000112,4720.61,-2.583819,35.337205
B0042,14,1.67599,22.0,83.7995,0.918749,5.20379,4.031356,0.000101,4623.844,2.19812,26.682921
B0042,15,1.661825,22.0,83.0912,0.839611,4.334305,4.035593,0.000113,4315.828,-2.641877,35.468198
B0042,16,1.660671,22.0,83.0336,0.835389,4.372636,4.035593,0.000113,4656.297,-2.823,35.508524
B0042,17,1.653064,22.0,82.6532,0.831113,4.350315,4.031356,0.000114,4482.828,-2.823701,35.379752
B0042,18,1.649954,22.0,82.4977,0.827452,4.289738,4.031356,0.000115,4586.812,-2.890626,35.492621
B0042,19,1.681298,22.0,84.0649,0.903507,5.0309,4.001695,0.000103,4514.093,2.151186,26.701063
B0042,20,1.670052,22.0,83.5026,0.916081,5.100364,3.997458,0.000101,4519.016,2.346847,27.377493
B0042,21,1.667182,22.0,83.3591,0.840164,4.358545,4.018644,0.000113,4455.968,-2.415075,36.180363
B0042,22,1.656887,22.0,82.8443,0.832809,4.382734,4.014407,0.000114,4395.015,-2.684085,36.702428
B0042,23,1.644982,22.0,82.2491,0.826303,4.232244,4.027119,0.000115,4484.093,-2.817688,36.611095
B0042,24,1.639215,22.0,81.9607,0.819765,4.213832,4.031356,0.000116,4400.609,-2.915594,36.410472
B0042,25,1.64106,22.0,82.053,0.891527,4.92796,4.001695,0.000104,4453.766,2.098365,27.694893
B0042,26,1.64327,22.0,82.1635,0.819154,4.26143,4.035593,0.000116,4431.11,-2.854571,36.919541
B0042,27,1.629867,22.0,81.4934,0.814723,4.213989,4.035593,0.000117,4686.235,-2.927718,37.222593
B0042,28,1.623854,22.0,81.1927,0.808381,4.119489,4.031356,0.000118,4525.36,-3.152812,37.27871
B0042,29,1.618631,22.0,80.9315,0.80174,4.116743,4.031356,0.000119,4569.0,-3.238947,36.877758
B0042,30,1.619342,22.0,80.9671,0.873848,4.816211,4.044068,0.000106,4661.75,1.908395,27.602026
B0042,31,1.614593,22.0,80.7297,0.79487,4.069261,4.031356,0.00012,4701.063,-3.414748,37.21357
B0042,32,1.607204,22.0,80.3602,0.793084,4.078285,4.027119,0.00012,4678.5,-3.38241,37.400301
B0042,33,1.601266,22.0,80.0633,0.784352,3.962371,4.031356,0.000122,4716.984,-3.65877,37.533836
B0042,34,1.594041,22.0,79.702,0.776276,3.985649,4.035593,0.000123,4642.625,-3.773579,37.07564
B0042,35,1.594689,22.0,79.7344,0.845771,4.666626,4.048305,0.000109,5055.781,1.886993,27.219248
B0042,36,1.58821,22.0,79.4105,0.771968,3.892542,4.027119,0.000124,4873.672,-3.858025,36.888571
B0042,37,1.587986,22.0,79.3993,0.769807,3.920644,4.035593,0.000124,4708.125,-3.786584,37.282553
B0042,38,1.579917,22.0,78.9958,0.766603,3.900899,4.044068,0.000125,4906.875,-3.866814,37.751216
B0042,39,1.565595,22.0,78.2797,0.758846,3.839085,4.048305,0.000126,4863.969,-4.058492,37.842871
B0043,1,1.695568,22.0,84.7784,0.845604,4.469366,3.984746,0.000111,5079.828,-1.154689,33.646693
B0043,2,1.681491,22.0,84.0745,0.839218,4.413792,3.99322,0.000112,5114.531,-1.44212,33.375789
B0043,3,1.678637,22.0,83.9319,0.832324,4.389166,3.984746,0.000113,5149.454,-1.663162,33.630101
B0043,4,1.669417,22.0,83.4708,0.82863,4.258612,3.976271,0.000114,5181.75,-1.790168,34.095957
B0043,5,1.661194,22.0,83.0597,0.747724,3.929672,3.963559,0.000128,5106.234,-3.339968,33.797963
B0043,6,1.650642,22.0,82.5321,0.816473,4.189632,3.972034,0.000116,5240.359,-2.294163,35.467674
B0043,7,1.642427,22.0,82.1214,0.810736,4.176169,3.976271,0.000117,5169.313,-2.4173,35.338637
B0043,8,1.635366,22.0,81.7683,0.806224,4.072706,3.980508,0.000117,5129.969,-2.465625,34.833122
B0043,9,1.633233,22.0,81.6616,0.873012,4.884239,3.988983,0.000106,5512.64,2.317401,26.78384
B0043,10,1.625884,22.0,81.2942,0.798802,4.054586,3.980508,0.000118,5319.516,-2.64719,34.705656
B0043,11,1.617976,22.0,80.8988,0.794844,3.984816,3.972034,0.000119,5173.078,-2.748809,34.799502
B0043,12,1.613665,22.0,80.6833,0.79101,3.912955,3.972034,0.00012,5285.329,-2.75321,34.562751
B0043,13,1.605821,22.0,80.2911,0.786395,3.928887,3.976271,0.00012,5325.515,-2.912266,34.717212
B0043,14,1.603353,22.0,80.1676,0.857387,4.704705,3.997458,0.000108,5391.218,2.176277,26.607998
B0043,15,1.595134,22.0,79.7567,0.780865,3.8449,4.035593,0.000121,5395.766,-2.90666,34.478072
B0043,16,1.587814,22.0,79.3907,0.776182,3.850978,4.035593,0.000122,5611.625,-2.997695,34.386138
B0043,17,1.58006,22.0,79.003,0.772009,3.822582,3.976271,0.000123,5276.016,-2.994087,34.315429
B0043,18,1.575565,22.0,78.7783,0.768174,3.771514,4.027119,0.000123,5467.156,-3.026772,34.260796
B0043,19,1.595017,22.0,79.7508,0.829471,4.682398,3.99322,0.00011,5742.578,2.132863,26.652231
B0043,20,1.589808,22.0,79.4904,0.845864,4.676903,3.988983,0.000109,5412.078,2.296883,27.40459
B0043,21,1.580795,22.0,79.0398,0.776117,3.845746,3.972034,0.000122,5325.937,-2.828252,35.497311
B0043,22,1.570433,22.0,78.5217,0.77144,3.868336,3.972034,0.000123,5254.734,-2.860633,35.355982
B0043,23,1.564337,22.0,78.2168,0.764171,3.757401,3.976271,0.000124,5280.703,-3.017444,35.220015
B0043,24,1.558307,22.0,77.9154,0.755454,3.758944,4.022881,0.000126,5267.969,-3.192911,35.343949
B0043,25,1.553715,22.0,77.6857,0.820168,4.52026,3.997458,0.000112,5555.296,2.077943,27.726194
B0043,26,1.549528,22.0,77.4764,0.754643,3.701918,3.972034,0.000126,5258.75,-3.083991,35.396876
B0043,27,1.542443,22.0,77.1222,0.751766,3.682754,3.976271,0.000127,5370.672,-3.133929,35.613961
B0043,28,1.542562,22.0,77.1281,0.745339,3.620456,4.022881,0.000128,5887.703,-3.209254,35.475959
B0043,29,1.530936,22.0,76.5468,0.735415,3.589107,4.018644,0.000129,5588.328,-3.5315,35.739367
B0043,30,1.524773,22.0,76.2387,0.784671,4.31856,3.997458,0.000115,5638.719,1.954568,27.67391
B0043,31,1.519674,22.0,75.9837,0.728525,3.51671,4.035593,0.000131,5392.64,-3.538789,35.089609
B0043,32,1.51237,22.0,75.6185,0.72687,3.519992,4.027119,0.000131,5354.5,-3.462543,35.394409
B0043,33,1.499914,22.0,74.9957,0.716965,3.53697,4.027119,0.000133,5439.375,-3.693175,35.233111
B0043,34,1.492411,22.0,74.6205,0.707794,3.425462,4.039831,0.000134,5531.578,-3.90511,34.878968
B0043,35,1.492625,22.0,74.6312,0.744439,4.119681,4.010169,0.000119,5775.875,1.947129,27.186813
B0043,36,1.492402,22.0,74.6201,0.701135,3.420172,4.039831,0.000135,5538.062,-3.868147,34.845696
B0043,37,1.485302,22.0,74.2651,0.700666,3.380834,4.031356,0.000136,5530.64,-3.88245,35.475693
B0043,38,1.477208,22.0,73.8604,0.697888,3.402844,4.039831,0.000136,5505.469,-3.812071,35.383641
B0043,39,1.469474,22.0,73.4737,0.689125,3.333863,4.044068,0.000138,5535.5,-3.963511,35.242585
B0044,1,1.662461,22.0,83.123,0.828043,4.479458,4.022881,0.000112,5831.078,-1.84015,32.725252
B0044,2,1.653401,22.0,82.6701,0.819091,4.316968,4.022881,0.000113,5897.172,-1.832887,32.437925
B0044,3,1.645215,22.0,82.2607,0.810993,4.256437,4.031356,0.000114,5904.907,-2.182883,32.556575
B0044,4,1.635664,22.0,81.7832,0.808171,4.282346,4.044068,0.000115,5885.344,-2.230136,32.940976
B0044,5,1.626777,22.0,81.3388,0.734221,3.853739,4.005932,0.000125,5592.5,-4.299722,34.933131
B0044,6,1.615972,22.0,80.7986,0.797503,4.149838,4.001695,0.000116,5820.578,-2.77629,34.370333
B0044,7,1.607603,22.0,80.3801,0.789814,4.172544,4.05678,0.000117,5857.954,-2.839723,33.933288
B0044,8,1.600336,22.0,80.0168,0.78293,4.114052,4.010169,0.000118,5914.86,-2.904767,33.70337
B0044,9,1.59787,22.0,79.8935,0.840951,4.924686,4.022881,0.000107,6149.516,2.406273,27.224611
B0044,10,1.590031,22.0,79.5016,0.773111,4.038687,4.061017,0.00012,6003.828,-3.290696,33.449477
B0044,11,1.581631,22.0,79.0816,0.766903,4.030913,4.061017,0.000121,6006.844,-3.167352,33.622005
B0044,12,1.571456,22.0,78.5728,0.761882,4.018592,4.061017,0.000122,5991.532,-3.371558,33.381853
B0044,13,1.563221,22.0,78.161,0.756363,3.974878,4.065254,0.000123,6011.969,-3.387854,33.2627
B0044,14,1.560678,22.0,78.0339,0.802495,4.695235,4.018644,0.000111,6325.234,2.431211,27.04656
B0044,15,1.552389,22.0,77.6194,0.746899,4.029473,4.05678,0.000124,6131.047,-3.407189,32.95673
B0044,16,1.544459,22.0,77.223,0.739653,3.960976,4.065254,0.000125,6095.469,-3.322214,33.069024
B0044,17,1.536558,22.0,76.8279,0.7344,3.865921,4.05678,0.000126,6154.531,-3.475458,32.989774
B0044,18,1.530726,22.0,76.5363,0.729285,3.890428,4.05678,0.000127,6131.485,-3.456183,32.878829
B0044,19,1.545243,22.0,77.2621,0.761814,4.586657,4.061017,0.000114,6459.516,2.420345,27.028953
B0044,20,1.539714,22.0,76.9857,0.787787,4.656993,4.018644,0.000112,6332.719,2.542415,27.914203
B0044,21,1.530536,22.0,76.5268,0.739107,3.847853,4.044068,0.000125,6055.938,-3.30435,34.204984
B0044,22,1.519974,22.0,75.9987,0.732048,3.855807,4.052542,0.000127,6098.062,-3.399224,34.242423
B0044,23,1.513663,22.0,75.6831,0.722154,3.799109,4.05678,0.000128,6156.797,-3.52414,34.104104
B0044,24,1.501287,22.0,75.0644,0.712325,3.858279,4.061017,0.00013,6202.14,-3.717905,34.206138
B0044,25,1.502381,22.0,75.1191,0.73547,4.416426,4.05678,0.000117,6501.547,2.382454,28.238761
B0044,26,1.498096,22.0,74.9048,0.7103,3.728009,4.05678,0.00013,6200.032,-3.45416,34.138201
B0044,27,1.490654,22.0,74.5327,0.705389,3.735975,4.048305,0.000132,5897.344,-3.590535,34.530658
B0044,28,1.484397,22.0,74.2199,0.69685,3.724802,4.065254,0.000133,6172.282,-3.662167,34.389337
B0044,29,1.472532,22.0,73.6266,0.687298,3.641875,4.061017,0.000135,6281.125,-3.876657,34.364852
B0044,30,1.466315,22.0,73.3157,0.692587,4.294977,4.069492,0.000121,6608.562,2.330819,28.114077
B0044,31,1.46713,22.0,73.3565,0.676764,3.620612,4.061017,0.000137,6350.453,-3.554913,33.200878
B0044,32,1.459386,22.0,72.9693,0.67492,3.537142,4.069492,0.000137,5990.0,-3.620173,33.741814
B0044,33,1.44679,22.0,72.3395,0.664651,3.507622,4.069492,0.00014,6346.156,-3.720854,33.584147
B0044,34,1.439067,22.0,71.9533,0.652596,3.519176,4.065254,0.000142,6463.063,-3.841947,33.278647
B0044,35,1.438989,22.0,71.9495,0.640329,4.190521,4.077966,0.000127,6661.266,2.346513,27.552458
B0044,36,1.43862,22.0,71.931,0.644487,3.509065,4.069492,0.000144,6493.078,-3.858885,33.208435
B0044,37,1.431341,22.0,71.5671,0.644045,3.393516,4.05678,0.000144,6495.937,-3.787527,33.536948
B0044,38,1.422973,22.0,71.1487,0.640215,3.392709,4.065254,0.000145,6506.125,-3.798053,33.652054
B0044,39,1.415015,22.0,70.7508,0.631643,3.352889,4.065254,0.000147,6530.469,-3.845171,33.440474
